供承,ㄍㄨㄥ　ㄔㄥˊ
供述,ㄍㄨㄥ　ㄕㄨˋ
供認,ㄍㄨㄥ　ㄖㄣˋ
供詞,ㄍㄨㄥ　ㄘˊ
供應,ㄍㄨㄥ　ㄧㄥˋ
供用,ㄍㄨㄥ　ㄩㄥˋ
龔,ㄍㄨㄥ
肱,ㄍㄨㄥ
肱骨,ㄍㄨㄥ　ㄍㄨˇ
宮,ㄍㄨㄥ
宮燈,ㄍㄨㄥ　ㄉㄥ
宮殿,ㄍㄨㄥ　ㄉㄧㄢˋ
宮廷,ㄍㄨㄥ　ㄊㄧㄥˊ
宮女,ㄍㄨㄥ　ㄋㄩˇ
宮闕,ㄍㄨㄥ　ㄑㄩㄝˋ
宮闈,ㄍㄨㄥ　ㄨㄟˊ
恭,ㄍㄨㄥ
恭賀,ㄍㄨㄥ　ㄏㄜˋ
恭候,ㄍㄨㄥ　ㄏㄡˋ
恭敬,ㄍㄨㄥ　ㄐㄧㄥˋ
恭喜,ㄍㄨㄥ　ㄒㄧˇ
恭迎,ㄍㄨㄥ　ㄧㄥˊ
恭維,ㄍㄨㄥ　ㄨㄟˊ
觥,ㄍㄨㄥ
汞,ㄍㄨㄥˇ
拱,ㄍㄨㄥˇ
拱門,ㄍㄨㄥˇ　ㄇㄣˊ
拱橋,ㄍㄨㄥˇ　ㄑㄧㄠˊ
拱手,ㄍㄨㄥˇ　ㄕㄡˇ
栱,ㄍㄨㄥˇ
鞏,ㄍㄨㄥˇ
鞏固,ㄍㄨㄥˇ　ㄍㄨˋ
共,(一)ㄍㄨㄥˋ
共謀,ㄍㄨㄥˋ　ㄇㄡˊ
共鳴,ㄍㄨㄥˋ　ㄇㄧㄥˊ
共犯,ㄍㄨㄥˋ　ㄈㄢˋ
共度,ㄍㄨㄥˋ　ㄉㄨˋ
共通,ㄍㄨㄥˋ　ㄊㄨㄥ
共同,ㄍㄨㄥˋ　ㄊㄨㄥˊ
共和,ㄍㄨㄥˋ　ㄏㄜˊ
共計,ㄍㄨㄥˋ　ㄐㄧˋ
共享,ㄍㄨㄥˋ　ㄒㄧㄤˇ
共振,ㄍㄨㄥˋ　ㄓㄣˋ
共乘,ㄍㄨㄥˋ　ㄔㄥˊ
共處,ㄍㄨㄥˋ　ㄔㄨˇ
共事,ㄍㄨㄥˋ　ㄕˋ
共識,ㄍㄨㄥˋ　ㄕˋ
共有,ㄍㄨㄥˋ　ㄧㄡˇ
共用,ㄍㄨㄥˋ　ㄩㄥˋ
供,(二)ㄍㄨㄥˋ
供品,ㄍㄨㄥˋ　ㄆㄧㄣˇ
供佛,ㄍㄨㄥˋ　ㄈㄛˊ
供奉,ㄍㄨㄥˋ　ㄈㄥˋ
供桌,ㄍㄨㄥˋ　ㄓㄨㄛ
供養,ㄍㄨㄥˋ　ㄧㄤˋ
貢,ㄍㄨㄥˋ
貢品,ㄍㄨㄥˋ　ㄆㄧㄣˇ
貢獻,ㄍㄨㄥˋ　ㄒㄧㄢˋ
咖,ㄎㄚ
咖啡,ㄎㄚ　ㄈㄟ
咖哩,ㄎㄚ　ㄌㄧˇ
喀,ㄎㄚ
卡,(一)ㄎㄚˇ
卡片,ㄎㄚˇ　ㄆㄧㄢˋ
卡帶,ㄎㄚˇ　ㄉㄞˋ
卡通,ㄎㄚˇ　ㄊㄨㄥ
卡車,ㄎㄚˇ　ㄔㄜ
卡式,ㄎㄚˇ　ㄕˋ
咯,(一)ㄎㄚˇ
咯血,ㄎㄚˇ　ㄒㄧㄝˇ
珂,ㄎㄜ
柯,ㄎㄜ
苛,ㄎㄜ
苛薄,ㄎㄜ　ㄅㄛˊ
苛刻,ㄎㄜ　ㄎㄜˋ
苛求,ㄎㄜ　ㄑㄧㄡˊ
苛政,ㄎㄜ　ㄓㄥˋ
苛責,ㄎㄜ　ㄗㄜˊ
蚵,(一)ㄎㄜ
軻,ㄎㄜ
科,ㄎㄜ
科班,ㄎㄜ　ㄅㄢ
科別,ㄎㄜ　ㄅㄧㄝˊ
科目,ㄎㄜ　ㄇㄨˋ
科幻,ㄎㄜ　ㄏㄨㄢˋ
科技,ㄎㄜ　ㄐㄧˋ
科舉,ㄎㄜ　ㄐㄩˇ
科系,ㄎㄜ　ㄒㄧˋ
科刑,ㄎㄜ　ㄒㄧㄥˊ
科學,ㄎㄜ　ㄒㄩㄝˊ
科長,ㄎㄜ　ㄓㄤˇ
科任,ㄎㄜ　ㄖㄣˋ
科員,ㄎㄜ　ㄩㄢˊ
蝌,ㄎㄜ
蝌蚪,ㄎㄜ　ㄉㄡˇ
棵,ㄎㄜ
窠,ㄎㄜ
窠臼,ㄎㄜ　ㄐㄧㄡˋ
稞,ㄎㄜ
顆,ㄎㄜ
顆粒,ㄎㄜ　ㄌㄧˋ
頦,(二)（語音）ㄎㄜ
磕,ㄎㄜ
磕頭,ㄎㄜ　ㄊㄡˊ
磕牙,ㄎㄜ　ㄧㄚˊ
瞌,ㄎㄜ
瞌睡,ㄎㄜ　ㄕㄨㄟˋ
咳,(一)ㄎㄜˊ
咳嗽,ㄎㄜˊ　ㄙㄡˋ
殼,ㄎㄜˊ
可,(一)ㄎㄜˇ
可悲,ㄎㄜˇ　ㄅㄟ
可怖,ㄎㄜˇ　ㄅㄨˋ
可怕,ㄎㄜˇ　ㄆㄚˋ
可否,ㄎㄜˇ　ㄈㄡˇ
可嘆,ㄎㄜˇ　ㄊㄢˋ
可惱,ㄎㄜˇ　ㄋㄠˇ
可能,ㄎㄜˇ　ㄋㄥˊ
可樂,ㄎㄜˇ　ㄌㄜˋ
可憐,ㄎㄜˇ　ㄌㄧㄢˊ
可貴,ㄎㄜˇ　ㄍㄨㄟˋ
可觀,ㄎㄜˇ　ㄍㄨㄢ
可可,ㄎㄜˇ　ㄎㄜˇ
可靠,ㄎㄜˇ　ㄎㄠˋ
可口,ㄎㄜˇ　ㄎㄡˇ
可恨,ㄎㄜˇ　ㄏㄣˋ
可見,ㄎㄜˇ　ㄐㄧㄢˋ
可敬,ㄎㄜˇ　ㄐㄧㄥˋ
可親,ㄎㄜˇ　ㄑㄧㄣ
可取,ㄎㄜˇ　ㄑㄩˇ
可惜,ㄎㄜˇ　ㄒㄧˊ
可喜,ㄎㄜˇ　ㄒㄧˇ
可笑,ㄎㄜˇ　ㄒㄧㄠˋ
可信,ㄎㄜˇ　ㄒㄧㄣˋ
可行,ㄎㄜˇ　ㄒㄧㄥˊ
可知,ㄎㄜˇ　ㄓ
可恥,ㄎㄜˇ　ㄔˇ
可是,ㄎㄜˇ　ㄕˋ
可人,ㄎㄜˇ　ㄖㄣˊ
可憎,ㄎㄜˇ　ㄗㄥ
可愛,ㄎㄜˇ　ㄞˋ
可疑,ㄎㄜˇ　ㄧˊ
可以,ㄎㄜˇ　ㄧˇ
可惡,ㄎㄜˇ　ㄨˋ
可畏,ㄎㄜˇ　ㄨㄟˋ
可謂,ㄎㄜˇ　ㄨㄟˋ
可望,ㄎㄜˇ　ㄨㄤˋ
坷,ㄎㄜˇ
渴,(一)ㄎㄜˇ
渴求,ㄎㄜˇ　ㄑㄧㄡˊ
渴望,ㄎㄜˇ　ㄨㄤˋ
可,(二)ㄎㄜˋ
可汗,ㄎㄜˋ　ㄏㄢˊ
克,ㄎㄜˋ
克服,ㄎㄜˋ　ㄈㄨˊ
克復,ㄎㄜˋ　ㄈㄨˋ
克敵,ㄎㄜˋ　ㄉㄧˊ
克難,ㄎㄜˋ　ㄋㄢˊ
克拉,ㄎㄜˋ　ㄌㄚ
克己,ㄎㄜˋ　ㄐㄧˇ
克制,ㄎㄜˋ　ㄓˋ
剋,ㄎㄜˋ
剋星,ㄎㄜˋ　ㄒㄧㄥ
刻,ㄎㄜˋ
刻薄,ㄎㄜˋ　ㄅㄛˊ
刻板,ㄎㄜˋ　ㄅㄢˇ
刻度,ㄎㄜˋ　ㄉㄨˋ
刻骨,ㄎㄜˋ　ㄍㄨˇ
刻工,ㄎㄜˋ　ㄍㄨㄥ
刻苦,ㄎㄜˋ　ㄎㄨˇ
刻劃,ㄎㄜˋ　ㄏㄨㄚˋ
刻字,ㄎㄜˋ　ㄗˋ
刻意,ㄎㄜˋ　ㄧˋ
刻印,ㄎㄜˋ　ㄧㄣˋ
客,ㄎㄜˋ
客滿,ㄎㄜˋ　ㄇㄢˇ
客飯,ㄎㄜˋ　ㄈㄢˋ
客房,ㄎㄜˋ　ㄈㄤˊ
客套,ㄎㄜˋ　ㄊㄠˋ
客廳,ㄎㄜˋ　ㄊㄧㄥ
客輪,ㄎㄜˋ　ㄌㄨㄣˊ
客官,ㄎㄜˋ　ㄍㄨㄢ
客觀,ㄎㄜˋ　ㄍㄨㄢ
客戶,ㄎㄜˋ　ㄏㄨˋ
客機,ㄎㄜˋ　ㄐㄧ
客家,ㄎㄜˋ　ㄐㄧㄚ
客居,ㄎㄜˋ　ㄐㄩ
客氣,ㄎㄜˋ　ㄑㄧˋ
客卿,ㄎㄜˋ　ㄑㄧㄥ
客棧,ㄎㄜˋ　ㄓㄢˋ
客車,ㄎㄜˋ　ㄔㄜ
客船,ㄎㄜˋ　ㄔㄨㄢˊ
客串,ㄎㄜˋ　ㄔㄨㄢˋ
客人,ㄎㄜˋ　ㄖㄣˊ
客艙,ㄎㄜˋ　ㄘㄤ
客運,ㄎㄜˋ　ㄩㄣˋ
恪,ㄎㄜˋ
恪守,ㄎㄜˋ　ㄕㄡˇ
恪遵,ㄎㄜˋ　ㄗㄨㄣ
溘,ㄎㄜˋ
溘然,ㄎㄜˋ　ㄖㄢˊ
嗑,ㄎㄜˋ
課,ㄎㄜˋ
課本,ㄎㄜˋ　ㄅㄣˇ
課表,ㄎㄜˋ　ㄅㄧㄠˇ
課目,ㄎㄜˋ　ㄇㄨˋ
課堂,ㄎㄜˋ　ㄊㄤˊ
課題,ㄎㄜˋ　ㄊㄧˊ
課長,ㄎㄜˋ　ㄓㄤˇ
課徵,ㄎㄜˋ　ㄓㄥ
課程,ㄎㄜˋ　ㄔㄥˊ
課稅,ㄎㄜˋ　ㄕㄨㄟˋ
課業,ㄎㄜˋ　ㄧㄝˋ
課外,ㄎㄜˋ　ㄨㄞˋ
課文,ㄎㄜˋ　ㄨㄣˊ
課餘,ㄎㄜˋ　ㄩˊ
課員,ㄎㄜˋ　ㄩㄢˊ
揩,ㄎㄞ
揩汗,ㄎㄞ　ㄏㄢˋ
揩油,ㄎㄞ　ㄧㄡˊ
開,ㄎㄞ
開播,ㄎㄞ　ㄅㄛˋ
開班,ㄎㄞ　ㄅㄢ
開辦,ㄎㄞ　ㄅㄢˋ
開標,ㄎㄞ　ㄅㄧㄠ
開拍,ㄎㄞ　ㄆㄞ
開炮,ㄎㄞ　ㄆㄠˋ
開盤,ㄎㄞ　ㄆㄢˊ
開闢,ㄎㄞ　ㄆㄧˋ
開票,ㄎㄞ　ㄆㄧㄠˋ
開明,ㄎㄞ　ㄇㄧㄥˊ
開幕,ㄎㄞ　ㄇㄨˋ
開發,ㄎㄞ　ㄈㄚ
開飯,ㄎㄞ　ㄈㄢˋ
開放,ㄎㄞ　ㄈㄤˋ
開刀,ㄎㄞ　ㄉㄠ
開導,ㄎㄞ　ㄉㄠˇ
開道,ㄎㄞ　ㄉㄠˋ
開店,ㄎㄞ　ㄉㄧㄢˋ
開端,ㄎㄞ　ㄉㄨㄢ
開動,ㄎㄞ　ㄉㄨㄥˋ
開頭,ㄎㄞ　ㄊㄡˊ
開膛,ㄎㄞ　ㄊㄤˊ
開庭,ㄎㄞ　ㄊㄧㄥˊ
開脫,ㄎㄞ　ㄊㄨㄛ
開拓,ㄎㄞ　ㄊㄨㄛˋ
開通,ㄎㄞ　ㄊㄨㄥ
開年,ㄎㄞ　ㄋㄧㄢˊ
開朗,ㄎㄞ　ㄌㄤˇ
開立,ㄎㄞ　ㄌㄧˋ
開例,ㄎㄞ　ㄌㄧˋ
開列,ㄎㄞ　ㄌㄧㄝˋ
開溜,ㄎㄞ　ㄌㄧㄡ
開路,ㄎㄞ　ㄌㄨˋ
開鑼,ㄎㄞ　ㄌㄨㄛˊ
開國,ㄎㄞ　ㄍㄨㄛˊ
開關,ㄎㄞ　ㄍㄨㄢ
開光,ㄎㄞ　ㄍㄨㄤ
開工,ㄎㄞ　ㄍㄨㄥ
開課,ㄎㄞ　ㄎㄜˋ
開口,ㄎㄞ　ㄎㄡˇ
開墾,ㄎㄞ　ㄎㄣˇ
開闊,ㄎㄞ　ㄎㄨㄛˋ
開航,ㄎㄞ　ㄏㄤˊ
開戶,ㄎㄞ　ㄏㄨˋ
開花,ㄎㄞ　ㄏㄨㄚ
開火,ㄎㄞ　ㄏㄨㄛˇ
開伙,ㄎㄞ　ㄏㄨㄛˇ
開懷,ㄎㄞ　ㄏㄨㄞˊ
開會,ㄎㄞ　ㄏㄨㄟˋ
開價,ㄎㄞ　ㄐㄧㄚˋ
開禁,ㄎㄞ　ㄐㄧㄣˋ
開獎,ㄎㄞ　ㄐㄧㄤˇ
開講,ㄎㄞ　ㄐㄧㄤˇ
開啟,ㄎㄞ　ㄑㄧˇ
開竅,ㄎㄞ　ㄑㄧㄠˋ
開球,ㄎㄞ　ㄑㄧㄡˊ
開槍,ㄎㄞ　ㄑㄧㄤ
開銷,ㄎㄞ　ㄒㄧㄠ
開心,ㄎㄞ　ㄒㄧㄣ
開學,ㄎㄞ　ㄒㄩㄝˊ
開訓,ㄎㄞ　ㄒㄩㄣˋ
開支,ㄎㄞ　ㄓ
開展,ㄎㄞ　ㄓㄢˇ
開戰,ㄎㄞ　ㄓㄢˋ
開張,ㄎㄞ　ㄓㄤ
開徵,ㄎㄞ　ㄓㄥ
開車,ㄎㄞ　ㄔㄜ
開場,ㄎㄞ　ㄔㄤˇ
開除,ㄎㄞ　ㄔㄨˊ
開船,ㄎㄞ　ㄔㄨㄢˊ
開創,ㄎㄞ　ㄔㄨㄤˋ
開始,ㄎㄞ　ㄕˇ
開市,ㄎㄞ　ㄕˋ
開釋,ㄎㄞ　ㄕˋ
開設,ㄎㄞ　ㄕㄜˋ
開山,ㄎㄞ　ㄕㄢ
開數,ㄎㄞ　ㄕㄨˋ
開水,ㄎㄞ　ㄕㄨㄟˇ
開鑿,ㄎㄞ　ㄗㄠˊ
開罪,ㄎㄞ　ㄗㄨㄟˋ
開採,ㄎㄞ　ㄘㄞˇ
開賽,ㄎㄞ　ㄙㄞˋ
開恩,ㄎㄞ　ㄣ
開議,ㄎㄞ　ㄧˋ
開業,ㄎㄞ　ㄧㄝˋ
開演,ㄎㄞ　ㄧㄢˇ
開陽,ㄎㄞ　ㄧㄤˊ
開悟,ㄎㄞ　ㄨˋ
開挖,ㄎㄞ　ㄨㄚ
開外,ㄎㄞ　ㄨㄞˋ
開胃,ㄎㄞ　ㄨㄟˋ
開源,ㄎㄞ　ㄩㄢˊ
慨,ㄎㄞˇ
慨嘆,ㄎㄞˇ　ㄊㄢˋ
慨然,ㄎㄞˇ　ㄖㄢˊ
慨允,ㄎㄞˇ　ㄩㄣˇ
剴,ㄎㄞˇ
剴切,ㄎㄞˇ　ㄑㄧㄝˋ
凱,ㄎㄞˇ
凱歌,ㄎㄞˇ　ㄍㄜ
凱旋,ㄎㄞˇ　ㄒㄩㄢˊ
愷,ㄎㄞˇ
闓,ㄎㄞˇ
鎧,ㄎㄞˇ
鎧甲,ㄎㄞˇ　ㄐㄧㄚˇ
楷,ㄎㄞˇ
楷模,ㄎㄞˇ　ㄇㄛˊ
楷書,ㄎㄞˇ　ㄕㄨ
鍇,ㄎㄞˇ
欬,ㄎㄞˋ
愒,ㄎㄞˋ
愾,ㄎㄞˋ
尻,ㄎㄠ
考,ㄎㄠˇ
考評,ㄎㄠˇ　ㄆㄧㄥˊ
考訂,ㄎㄠˇ　ㄉㄧㄥˋ
考題,ㄎㄠˇ　ㄊㄧˊ
考量,ㄎㄠˇ　ㄌㄧㄤˊ
考慮,ㄎㄠˇ　ㄌㄩˋ
考古,ㄎㄠˇ　ㄍㄨˇ
考核,ㄎㄠˇ　ㄏㄜˊ
考績,ㄎㄠˇ　ㄐㄧ
考究,ㄎㄠˇ　ㄐㄧㄡˋ
考據,ㄎㄠˇ　ㄐㄩˋ
考卷,ㄎㄠˇ　ㄐㄩㄢˋ
考區,ㄎㄠˇ　ㄑㄩ
考取,ㄎㄠˇ　ㄑㄩˇ
考選,ㄎㄠˇ　ㄒㄩㄢˇ
考證,ㄎㄠˇ　ㄓㄥˋ
考查,ㄎㄠˇ　ㄔㄚˊ
考察,ㄎㄠˇ　ㄔㄚˊ
考場,ㄎㄠˇ　ㄔㄤˇ
考試,ㄎㄠˇ　ㄕˋ
考生,ㄎㄠˇ　ㄕㄥ
考驗,ㄎㄠˇ　ㄧㄢˋ
考問,ㄎㄠˇ　ㄨㄣˋ
攷,ㄎㄠˇ
拷,ㄎㄠˇ
拷貝,ㄎㄠˇ　ㄅㄟˋ
拷打,ㄎㄠˇ　ㄉㄚˇ
拷問,ㄎㄠˇ　ㄨㄣˋ
烤,ㄎㄠˇ
烤爐,ㄎㄠˇ　ㄌㄨˊ
烤漆,ㄎㄠˇ　ㄑㄧ
烤箱,ㄎㄠˇ　ㄒㄧㄤ
烤鴨,ㄎㄠˇ　ㄧㄚ
犒,ㄎㄠˋ
犒賞,ㄎㄠˋ　ㄕㄤˇ
銬,ㄎㄠˋ
靠,ㄎㄠˋ
靠背,ㄎㄠˋ　ㄅㄟˋ
靠攏,ㄎㄠˋ　ㄌㄨㄥˇ
靠近,ㄎㄠˋ　ㄐㄧㄣˋ
靠山,ㄎㄠˋ　ㄕㄢ
靠岸,ㄎㄠˋ　ㄢˋ
摳,ㄎㄡ
口,ㄎㄡˇ
口碑,ㄎㄡˇ　ㄅㄟ
口風,ㄎㄡˇ　ㄈㄥ
口服,ㄎㄡˇ　ㄈㄨˊ
口福,ㄎㄡˇ　ㄈㄨˊ
口腹,ㄎㄡˇ　ㄈㄨˋ
口德,ㄎㄡˇ　ㄉㄜˊ
口袋,ㄎㄡˇ　ㄉㄞˋ
口頭,ㄎㄡˇ　ㄊㄡˊ
口令,ㄎㄡˇ　ㄌㄧㄥˋ
口感,ㄎㄡˇ　ㄍㄢˇ
口供,ㄎㄡˇ　ㄍㄨㄥ
口渴,ㄎㄡˇ　ㄎㄜˇ
口快,ㄎㄡˇ　ㄎㄨㄞˋ
口號,ㄎㄡˇ　ㄏㄠˋ
口惠,ㄎㄡˇ　ㄏㄨㄟˋ
口紅,ㄎㄡˇ　ㄏㄨㄥˊ
口吃,ㄎㄡˇ　ㄐㄧˊ
口技,ㄎㄡˇ　ㄐㄧˋ
口角,ㄎㄡˇ　ㄐㄧㄠˇ
口徑,ㄎㄡˇ　ㄐㄧㄥˋ
口訣,ㄎㄡˇ　ㄐㄩㄝˊ
口氣,ㄎㄡˇ　ㄑㄧˋ
口琴,ㄎㄡˇ　ㄑㄧㄣˊ
口腔,ㄎㄡˇ　ㄑㄧㄤ
口信,ㄎㄡˇ　ㄒㄧㄣˋ
口罩,ㄎㄡˇ　ㄓㄠˋ
口拙,ㄎㄡˇ　ㄓㄨㄛˊ
口齒,ㄎㄡˇ　ㄔˇ
口臭,ㄎㄡˇ　ㄔㄡˋ
口傳,ㄎㄡˇ　ㄔㄨㄢˊ
口實,ㄎㄡˇ　ㄕˊ
口試,ㄎㄡˇ　ㄕˋ
口舌,ㄎㄡˇ　ㄕㄜˊ
口哨,ㄎㄡˇ　ㄕㄠˋ
口述,ㄎㄡˇ　ㄕㄨˋ
口水,ㄎㄡˇ　ㄕㄨㄟˇ
口才,ㄎㄡˇ　ㄘㄞˊ
口岸,ㄎㄡˇ　ㄢˋ
口音,ㄎㄡˇ　ㄧㄣ
口味,ㄎㄡˇ　ㄨㄟˋ
口吻,ㄎㄡˇ　ㄨㄣˇ
口語,ㄎㄡˇ　ㄩˇ
叩,ㄎㄡˋ
叩拜,ㄎㄡˋ　ㄅㄞˋ
叩門,ㄎㄡˋ　ㄇㄣˊ
叩頭,ㄎㄡˋ　ㄊㄡˊ
叩關,ㄎㄡˋ　ㄍㄨㄢ
叩見,ㄎㄡˋ　ㄐㄧㄢˋ
叩謝,ㄎㄡˋ　ㄒㄧㄝˋ
叩首,ㄎㄡˋ　ㄕㄡˇ
叩應,ㄎㄡˋ　ㄧㄥˋ
扣,ㄎㄡˋ
扣分,ㄎㄡˋ　ㄈㄣ
扣抵,ㄎㄡˋ　ㄉㄧˇ
扣掉,ㄎㄡˋ　ㄉㄧㄠˋ
扣題,ㄎㄡˋ　ㄊㄧˊ
扣留,ㄎㄡˋ　ㄌㄧㄡˊ
扣考,ㄎㄡˋ　ㄎㄠˇ
扣擊,ㄎㄡˋ　ㄐㄧˊ
扣繳,ㄎㄡˋ　ㄐㄧㄠˇ
扣緊,ㄎㄡˋ　ㄐㄧㄣˇ
扣除,ㄎㄡˋ　ㄔㄨˊ
扣子,ㄎㄡˋ　˙ㄗ
扣押,ㄎㄡˋ　ㄧㄚ
釦,ㄎㄡˋ
釦子,ㄎㄡˋ　˙ㄗ
佝,ㄎㄡˋ
佝僂,ㄎㄡˋ　ㄌㄡˊ
寇,ㄎㄡˋ
蔻,ㄎㄡˋ
刊,ㄎㄢ
刊本,ㄎㄢ　ㄅㄣˇ
刊登,ㄎㄢ　ㄉㄥ
刊頭,ㄎㄢ　ㄊㄡˊ
刊行,ㄎㄢ　ㄒㄧㄥˊ
刊載,ㄎㄢ　ㄗㄞˋ
刊印,ㄎㄢ　ㄧㄣˋ
刊物,ㄎㄢ　ㄨˋ
刊誤,ㄎㄢ　ㄨˋ
看,(二)ㄎㄢ
看門,ㄎㄢ　ㄇㄣˊ
看顧,ㄎㄢ　ㄍㄨˋ
看管,ㄎㄢ　ㄍㄨㄢˇ
看護,ㄎㄢ　ㄏㄨˋ
看家,ㄎㄢ　ㄐㄧㄚ
看守,ㄎㄢ　ㄕㄡˇ
勘,ㄎㄢ
勘查,ㄎㄢ　ㄔㄚˊ
勘察,ㄎㄢ　ㄔㄚˊ
勘測,ㄎㄢ　ㄘㄜˋ
勘驗,ㄎㄢ　ㄧㄢˋ
勘誤,ㄎㄢ　ㄨˋ
堪,ㄎㄢ
堪慮,ㄎㄢ　ㄌㄩˋ
堪稱,ㄎㄢ　ㄔㄥ
堪憂,ㄎㄢ　ㄧㄡ
堪虞,ㄎㄢ　ㄩˊ
戡,ㄎㄢ
戡亂,ㄎㄢ　ㄌㄨㄢˋ
龕,ㄎㄢ
坎,ㄎㄢˇ
坎坷,ㄎㄢˇ　ㄎㄜˇ
砍,ㄎㄢˇ
砍伐,ㄎㄢˇ　ㄈㄚ
砍斷,ㄎㄢˇ　ㄉㄨㄢˋ
砍殺,ㄎㄢˇ　ㄕㄚ
砍傷,ㄎㄢˇ　ㄕㄤ
崁,ㄎㄢˇ
嵌,(二)ㄎㄢˇ
侃,ㄎㄢˇ
侃侃,ㄎㄢˇ　ㄎㄢˇ
埳,ㄎㄢˇ
檻,(二)ㄎㄢˇ
看,(一)ㄎㄢˋ
看板,ㄎㄢˋ　ㄅㄢˇ
看扁,ㄎㄢˋ　ㄅㄧㄢˇ
看病,ㄎㄢˋ　ㄅㄧㄥˋ
看破,ㄎㄢˋ　ㄆㄛˋ
看法,ㄎㄢˋ　ㄈㄚˇ
看待,ㄎㄢˋ　ㄉㄞˋ
看臺,ㄎㄢˋ　ㄊㄞˊ
看透,ㄎㄢˋ　ㄊㄡˋ
看頭,ㄎㄢˋ　˙ㄊㄡ
看來,ㄎㄢˋ　ㄌㄞˊ
看官,ㄎㄢˋ　ㄍㄨㄢ
看慣,ㄎㄢˋ　ㄍㄨㄢˋ
看看,(一)ㄎㄢˋ　ㄎㄢˋ
看好,ㄎㄢˋ　ㄏㄠˇ
看見,ㄎㄢˋ　ㄐㄧㄢˋ
看齊,ㄎㄢˋ　ㄑㄧˊ
看輕,ㄎㄢˋ　ㄑㄧㄥ
看戲,ㄎㄢˋ　ㄒㄧˋ
看相,ㄎㄢˋ　ㄒㄧㄤˋ
看準,ㄎㄢˋ　ㄓㄨㄣˇ
看中,ㄎㄢˋ　ㄓㄨㄥˋ
看重,ㄎㄢˋ　ㄓㄨㄥˋ
看出,ㄎㄢˋ　ㄔㄨ
看穿,ㄎㄢˋ　ㄔㄨㄢ
看上,ㄎㄢˋ　ㄕㄤˋ
看錯,ㄎㄢˋ　ㄘㄨㄛˋ
看望,ㄎㄢˋ　ㄨㄤˋ
瞰,ㄎㄢˋ
肯,ㄎㄣˇ
肯定,ㄎㄣˇ　ㄉㄧㄥˋ
啃,ㄎㄣˇ
啃食,ㄎㄣˇ　ㄕˊ
墾,ㄎㄣˇ
墾地,ㄎㄣˇ　ㄉㄧˋ
墾荒,ㄎㄣˇ　ㄏㄨㄤ
墾殖,ㄎㄣˇ　ㄓˊ
懇,ㄎㄣˇ
懇談,ㄎㄣˇ　ㄊㄢˊ
懇切,ㄎㄣˇ　ㄑㄧㄝˋ
懇求,ㄎㄣˇ　ㄑㄧㄡˊ
懇請,ㄎㄣˇ　ㄑㄧㄥˇ
懇辭,ㄎㄣˇ　ㄘˊ
康,ㄎㄤ
康復,ㄎㄤ　ㄈㄨˋ
康樂,ㄎㄤ　ㄌㄜˋ
康健,ㄎㄤ　ㄐㄧㄢˋ
康強,ㄎㄤ　ㄑㄧㄤˊ
康莊,ㄎㄤ　ㄓㄨㄤ
慷,ㄎㄤ
慷慨,ㄎㄤ　ㄎㄞˇ
糠,ㄎㄤ
扛,(二)ㄎㄤˊ
亢,(一)ㄎㄤˋ
亢奮,ㄎㄤˋ　ㄈㄣˋ
亢旱,ㄎㄤˋ　ㄏㄢˋ
亢直,ㄎㄤˋ　ㄓˊ
伉,ㄎㄤˋ
伉儷,ㄎㄤˋ　ㄌㄧˋ
抗,ㄎㄤˋ
抗暴,ㄎㄤˋ　ㄅㄠˋ
抗辯,ㄎㄤˋ　ㄅㄧㄢˋ
抗命,ㄎㄤˋ　ㄇㄧㄥˋ
抗敵,ㄎㄤˋ　ㄉㄧˊ
抗體,ㄎㄤˋ　ㄊㄧˇ
抗告,ㄎㄤˋ　ㄍㄠˋ
抗衡,ㄎㄤˋ　ㄏㄥˊ
抗拒,ㄎㄤˋ　ㄐㄩˋ
抗爭,ㄎㄤˋ　ㄓㄥ
抗議,ㄎㄤˋ　ㄧˋ
炕,ㄎㄤˋ
坑,ㄎㄥ
坑道,ㄎㄥ　ㄉㄠˋ
坑洞,ㄎㄥ　ㄉㄨㄥˋ
坑人,ㄎㄥ　ㄖㄣˊ
吭,(二)ㄎㄥ
吭氣,ㄎㄥ　ㄑㄧˋ
吭聲,ㄎㄥ　ㄕㄥ
鏗,ㄎㄥ
鏗鏘,ㄎㄥ　ㄑㄧㄤ
枯,ㄎㄨ
枯槁,ㄎㄨ　ㄍㄠˇ
枯乾,ㄎㄨ　ㄍㄢ
枯骨,ㄎㄨ　ㄍㄨˇ
枯竭,ㄎㄨ　ㄐㄧㄝˊ
枯榮,ㄎㄨ　ㄖㄨㄥˊ
枯燥,ㄎㄨ　ㄗㄠˋ
枯坐,ㄎㄨ　ㄗㄨㄛˋ
枯萎,ㄎㄨ　ㄨㄟ
骷,ㄎㄨ
骷髏,ㄎㄨ　ㄌㄡˊ
哭,ㄎㄨ
哭鬧,ㄎㄨ　ㄋㄠˋ
哭喊,ㄎㄨ　ㄏㄢˇ
哭泣,ㄎㄨ　ㄑㄧˋ
哭窮,ㄎㄨ　ㄑㄩㄥˊ
哭訴,ㄎㄨ　ㄙㄨˋ
堀,ㄎㄨ
窟,ㄎㄨ
窟窿,ㄎㄨ　ㄌㄨㄥˊ （變）ㄎㄨ　˙ㄌㄨㄥ
苦,ㄎㄨˇ
